"image"	"id"	"text"
"emelie_asplund-higher_education-5741-7"	5741	"Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric. Sweden offers an international academic environment. The country has a tradition of being open to international influences and looking beyond its borders, and there are more than 38,000 international students studying at Swedish universities. In addition, almost a fifth of the people in Sweden were born abroad or have parents who were born abroad, creating a comfortable atmosphere no matter what country you may call home."
"emelie_asplund-higher_education-5770-7"	5770	"Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric. Sweden offers an international academic environment. The country has a tradition of being open to international influences and looking beyond its borders, and there are more than 38,000 international students studying at Swedish universities. In addition, almost a fifth of the people in Sweden were born abroad or have parents who were born abroad, creating a comfortable atmosphere no matter what country you may call home."
"emelie_asplund-playing_child-4322-7"	4322	"Roughly two million people in Sweden are under the age of 18. In Sweden, school is compulsory for nine years starting at age seven. Even with school in session, kids have plenty of leisure time to do what they want, such as playing. Teachers in Sweden have tested the effects of play in education and the results are overwhelmingly positive. Educators now encourage play as a part of teaching."
"evelina_ytterbom-folk_high_school-8683-7"	8683	"Adults who wish to continue their education have several options open to them. In addition to universities and university colleges, there are municipal academic and vocational programmes for adults, so-called folk high schools. People living outside Sweden have several options. Besides online and app-based study helps, there are about 200 universities worldwide who offer courses in Swedish."
"evelina_ytterbom-learning_music-8678-7"	8678	"In the 290 municipalities in Sweden there are currently 283 music and arts schools. The idea is to provide all children and youth equal opportunities for personal development through easily accessible arts-based activities, regardless of socio-economic background."
"fredrik_nyman-lying_on_leaves-1523-7"	1523	"Swedish children spend part of every school day outdoors, whatever the weather. The Swedish Right of Public Access (Allemansrätten) gives everyone the right to explore the countryside. But you must show consideration for nature, wildlife, and other people."
"jan-olof_yxell-science_and_technology-1713-7"	1713	"Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The Chalmers University of Technology is one of Europe’s leading universities of technology with research in fields such as High Speed Electronics and Photonics, Microtechnology and Nanoscience. Chalmers&#039; Master Programmes are all taught in English."
"jan-olof_yxell-science_and_technology-1714-7"	1714	"Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The Chalmers University of Technology is one of Europe’s leading universities of technology with research in fields such as High Speed Electronics and Photonics, Microtechnology and Nanoscience. Chalmers&#039; Master Programmes are all taught in English."
"jan-olof_yxell-science_and_technology-1715-7"	1715	"Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The Chalmers University of Technology is one of Europe’s leading universities of technology with research in fields such as High Speed Electronics and Photonics, Microtechnology and Nanoscience. Chalmers&#039; Master Programmes are all taught in English."
"jonatan_stålhös-higher_education-5759-7"	5759	"Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric. Relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programmes also cooperate closely with the industry, offering students the possibility to mix study and practical work."
"jonatan_stålhös-higher_education-5760-7"	5760	"Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric. Relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programmes also cooperate closely with the industry, offering students the possibility to mix study and practical work."
"jonatan_stålhös-higher_education-5761-7"	5761	"Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric. Relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programmes also cooperate closely with the industry, offering students the possibility to mix study and practical work."
"jonatan_stålhös-higher_education-5767-7"	5767	"Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric. Relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programmes also cooperate closely with the industry, offering students the possibility to mix study and practical work."
"jonatan_stålhös-higher_education-5768-7"	5768	"Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric. Relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programmes also cooperate closely with the industry, offering students the possibility to mix study and practical work."
"jonatan_stålhös-umeå_institute_of_design-5762-7"	5762	"Students at work at the Umeå Institute of Design at Umeå University in the north of Sweden. Since it opened in 1989, the school has gained a reputation as a dynamic environment with exceptional possibilities for creative studies. UID is located at the heart of Umeå Arts Campus and is housed in a carefully renovated industrial building by the river. Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric."
"jonatan_stålhös-umeå_institute_of_design-5763-7"	5763	"Students at work at the Umeå Institute of Design at Umeå University in the north of Sweden. Since it opened in 1989, the school has gained a reputation as a dynamic environment with exceptional possibilities for creative studies. UID is located at the heart of Umeå Arts Campus and is housed in a carefully renovated industrial building by the river. Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric."
"jonatan_stålhös-umeå_institute_of_design-5764-7"	5764	"Students at work at the Umeå Institute of Design at Umeå University in the north of Sweden. Since it opened in 1989, the school has gained a reputation as a dynamic environment with exceptional possibilities for creative studies. UID is located at the heart of Umeå Arts Campus and is housed in a carefully renovated industrial building by the river. Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric."
"jonatan_stålhös-umeå_institute_of_design-5765-7"	5765	"Students at work at the Umeå Institute of Design at Umeå University in the north of Sweden. Since it opened in 1989, the school has gained a reputation as a dynamic environment with exceptional possibilities for creative studies. UID is located at the heart of Umeå Arts Campus and is housed in a carefully renovated industrial building by the river. Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric."
"jonatan_stålhös-umeå_institute_of_design-5766-7"	5766	"Students at work at the Umeå Institute of Design at Umeå University in the north of Sweden. Since it opened in 1989, the school has gained a reputation as a dynamic environment with exceptional possibilities for creative studies. UID is located at the heart of Umeå Arts Campus and is housed in a carefully renovated industrial building by the river. Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric."
"jonatan_stålhös-umeå_school_of_architecture-5769-7"	5769	"Students at work at the Umeå School of Architecture (UMA) in the north of Sweden. UMA is a department of The Faculty for Science and Technology at Umeå University established in 2009. Since 2010 the school is located in its own building at Umeå Arts Campus with Umeå School of Design, Umeå Academy of Fine Arts and the museum for contemporary art Bildmuseet as closest neighbours."
"kajsa-stina_romin-study_from_home-8425-7"	8425	"Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric. The Covid-19 pandemic increased the need for and interest in online classes."
"kristin_lidell-library-2590-7"	2590	"Libraries are a good place to read, study, or borrow books, movies or music. Libraries are useful for everyone but a particular blessing for students who have a limited budget and need to get their hands on reading materials. In 2017 there were around 2300 school libraries in Sweden."
"lena_granefelt-children_eating_at_the_school_diner-920-7"	920	"All Swedish primary schools are required by law to provide free lunches for their pupils. Sweden and Finland are among the few countries in the world where this is statutory. In Sweden free school lunches have been served since the 1940’s and it is an important part of the educational system."
"lena_granefelt-girl_in_the_classroom-811-7"	811	"Everyone in Sweden has to attend school for at least nine years. There are no school fees. Children start school at the age of seven (six-year-olds attend preschool classes)."
"lena_granefelt-girls_with_a_computer_-916-7"	916	"Computers are a key part of the educational environment in Sweden and most schools have computers that pupils can use when they are in school."
"lena_granefelt-workplace_environment-2648-7"	2648	"A Swedish workplace is usually informal. It is common for dress to be casual, working hours flexible, and discussions open, and people usually call the boss by her or his first name. Swedish business culture can seem oddly relaxed to the outsider. Given all the meetings, coffee breaks, holidays, and paid leave, many are surprised by the fact that Sweden enjoys one of the most productive and innovative labour forces in the world. Swedish workers rely on a broad sense of teamwork and individual responsibility to get things done. In Swedish culture, it’s also very important to remain humble, show mutual respect, and always be on time."
"lena_granefelt-workplace_environment-2649-7"	2649	"A Swedish workplace is usually informal. It is common for dress to be casual, working hours flexible, and discussions open, and people usually call the boss by her or his first name. Swedish business culture can seem oddly relaxed to the outsider. Given all the meetings, coffee breaks, holidays, and paid leave, many are surprised by the fact that Sweden enjoys one of the most productive and innovative labour forces in the world. Swedish workers rely on a broad sense of teamwork and individual responsibility to get things done. In Swedish culture, it’s also very important to remain humble, show mutual respect, and always be on time."
"lena_granefelt-workplace_environment-2650-7"	2650	"A Swedish workplace is usually informal. It is common for dress to be casual, working hours flexible, and discussions open, and people usually call the boss by her or his first name. Swedish business culture can seem oddly relaxed to the outsider. Given all the meetings, coffee breaks, holidays, and paid leave, many are surprised by the fact that Sweden enjoys one of the most productive and innovative labour forces in the world. Swedish workers rely on a broad sense of teamwork and individual responsibility to get things done. In Swedish culture, it’s also very important to remain humble, show mutual respect, and always be on time."
"lena_granefelt-workplace_environment-2651-7"	2651	"A Swedish workplace is usually informal. It is common for dress to be casual, working hours flexible, and discussions open, and people usually call the boss by her or his first name. Swedish business culture can seem oddly relaxed to the outsider. Given all the meetings, coffee breaks, holidays, and paid leave, many are surprised by the fact that Sweden enjoys one of the most productive and innovative labour forces in the world. Swedish workers rely on a broad sense of teamwork and individual responsibility to get things done. In Swedish culture, it’s also very important to remain humble, show mutual respect, and always be on time."
"lena_granefelt-workplace_environment-2652-7"	2652	"A Swedish workplace is usually informal. It is common for dress to be casual, work hours flexible and discussions open, and people usually call the boss by her or his first name. Swedish business culture can seem oddly relaxed to the outsider. Given all the meetings, coffee breaks, holidays, and paid leave, many are surprised by the fact that Sweden enjoys one of the most productive and innovative labour forces in the world. Swedish workers rely on a broad sense of teamwork and individual responsibility to get things done. In Swedish culture, it’s also very important to remain humble, show mutual respect, and always be on time."
"lena_granefelt-workplace_environment-2653-7"	2653	"A Swedish workplace is usually informal. It is common for dress to be casual, work hours flexible and discussions open, and people usually call the boss by her or his first name. Swedish business culture can seem oddly relaxed to the outsider. Given all the meetings, coffee breaks, holidays, and paid leave, many are surprised by the fact that Sweden enjoys one of the most productive and innovative labour forces in the world. Swedish workers rely on a broad sense of teamwork and individual responsibility to get things done. In Swedish culture, it’s also very important to remain humble, show mutual respect, and always be on time."
"lena_granefelt-workplace_environment-2656-7"	2656	"A Swedish workplace is usually informal. It is common for dress to be casual, work hours flexible and discussions open, and people usually call the boss by her or his first name. Swedish business culture can seem oddly relaxed to the outsider. Given all the meetings, coffee breaks, holidays, and paid leave, many are surprised by the fact that Sweden enjoys one of the most productive and innovative labour forces in the world. Swedish workers rely on a broad sense of teamwork and individual responsibility to get things done. In Swedish culture, it’s also very important to remain humble, show mutual respect, and always be on time."
"lieselotte_van_der_meijs-coffee_break-8803-7"	8803	"Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric. Relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programmes also cooperate closely with the industry, offering students the possibility to mix study and practical work"
"lieselotte_van_der_meijs-collaborations-8798-7"	8798	"Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric. Relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programmes also cooperate closely with the industry, offering students the possibility to mix study and practical work"
"lieselotte_van_der_meijs-creative_thinking-8800-7"	8800	"Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric. Relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programmes also cooperate closely with the industry, offering students the possibility to mix study and practical work"
"lieselotte_van_der_meijs-inspiring_meetings-8799-7"	8799	"Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric. Relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programmes also cooperate closely with the industry, offering students the possibility to mix study and practical work"
"lieselotte_van_der_meijs-lunch_at_the_student_café-8802-7"	8802	"Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric. Relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programmes also cooperate closely with the industry, offering students the possibility to mix study and practical work"
"lieselotte_van_der_meijs-new_ideas-8801-7"	8801	"Sweden is one of the world’s most innovative and research-intensive nations. Several universities place high in European rankings, and the education system is student-centric. Relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programmes also cooperate closely with the industry, offering students the possibility to mix study and practical work"
"lieselotte_van_der_meijs-school_friends-8153-7"	8153	"Teenagers have to make a lot of decisions about their education and future career. For Swedes, turning sixteen means an end to ten years of compulsory schooling. Almost all kids move directly on to secondary school, and a majority then continue to university, all tuition-free."
"lieselotte_van_der_meijs-schooling-8148-7"	8148	"School attendance in Sweden is compulsory for ten years. Both government- and privately-run schools are tuition-free and follow the same basic curriculum. Teenagers have to make a lot of decisions about their education and future career. Social life is also important."
"lieselotte_van_der_meijs-schooling-8149-7"	8149	"School attendance in Sweden is compulsory for ten years. Both government- and privately-run schools are tuition-free and follow the same basic curriculum. Teenagers have to make a lot of decisions about their education and future career. A balance between work and social life is always a good idea."
"lieselotte_van_der_meijs-student_life-8144-7"	8144	"School attendance in Sweden is compulsory for ten years. Both government- and privately-run schools are tuition-free and follow the same basic curriculum. Teenagers have to make a lot of decisions about their education and future career. Social life is also important. Schools are student-centric and team work is encouraged."
"lieselotte_van_der_meijs-student_life-8147-7"	8147	"Swedes are some of the most connected people in the world. Eight of ten students at upper secondary schools are given a computer by the school to use as their own, and one in ten receive a pad."
"lieselotte_van_der_meijs-student_life-8150-7"	8150	"Kids in Sweden start school when they turn six. Attendance is compulsory for ten years, and free all the way through university. Both government- and privately-run schools are tuition-free and follow the same basic curriculum. Teenagers have to make a lot of decisions about their education and future career. For Swedes, turning sixteen means an end to ten years of compulsory schooling. Almost all kids move directly on to secondary school, and a majority then continue to university, all tuition-free."
"lieselotte_van_der_meijs-student_life-8151-7"	8151	"School attendance in Sweden is compulsory for ten years. Both government- and privately-run schools are tuition-free and follow the same basic curriculum. Teenagers have to make a lot of decisions about their education and future career. For Swedes, turning sixteen means an end to ten years of compulsory schooling. Almost all kids move directly on to secondary school, and a majority then continue to university, all tuition-free."
"lieselotte_van_der_meijs-students-8143-7"	8143	"Swedes are some of the most connected people in the world. Eight of ten students at upper secondary schools are given a computer by the school to use as their own, and one in ten receive a tablet (2020)."
"lieselotte_van_der_meijs-students-8146-7"	8146	"Swedes are some of the most connected people in the world. Eight of ten students at upper secondary schools are given a computer by the school to use as their own, and one in ten receive a tablet."
"lieselotte_van_der_meijs-studying-8145-7"	8145	"Swedes are some of the most connected people in the world. Eight of ten students at upper secondary schools are given a computer by the school to use as their own, and one in ten receive a tablet (2020). School attendance in Sweden is compulsory for ten years. Both government- and privately-run schools are tuition-free and follow the same basic curriculum. Teenagers have to make a lot of decisions about their education and future career. Social life is also important."
"lieselotte_van_der_meijs-teenage_life-8152-7"	8152	"Teenagers have to make a lot of decisions about their education and future career. For Swedes, turning sixteen means an end to ten years of compulsory schooling. Almost all kids move directly on to secondary school, and a majority then continue to university, all tuition-free."
"magnus_liam_karlsson-higher_education_in_sweden-4196-7"	4196	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, more than 20,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master&#039;s Programmes are taught in English."
"magnus_liam_karlsson-higher_education_in_sweden-4197-7"	4197	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, more than 20,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master&#039;s Programmes are taught in English."
"magnus_liam_karlsson-higher_education_in_sweden-4198-7"	4198	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, more than 20,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master&#039;s Programmes are taught in English."
"magnus_liam_karlsson-higher_education_in_sweden-4199-7"	4199	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, more than 20,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master&#039;s Programmes are taught in English."
"magnus_liam_karlsson-higher_education_in_sweden-4200-7"	4200	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, more than 20,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master&#039;s Programmes are taught in English."
"magnus_liam_karlsson-higher_education_in_sweden-4201-7"	4201	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, more than 20,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master&#039;s Programmes are taught in English."
"magnus_liam_karlsson-higher_education_in_sweden-4202-7"	4202	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, more than 20,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master&#039;s Programmes are taught in English."
"magnus_liam_karlsson-higher_education_in_sweden-4203-7"	4203	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, more than 20,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master&#039;s Programmes are taught in English."
"magnus_liam_karlsson-higher_education_in_sweden-4204-7"	4204	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, some 30,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master Programs are taught in English."
"magnus_liam_karlsson-higher_education-4205-7"	4205	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, more than 20,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master&#039;s Programmes are taught in English."
"magnus_liam_karlsson-higher_education-4207-7"	4207	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, more than 20,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master&#039;s Programmes are taught in English."
"magnus_liam_karlsson-higher_education-4208-7"	4208	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, more than 20,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master&#039;s Programmes are taught in English."
"magnus_liam_karlsson-higher_education-4213-7"	4213	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, more than 20,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master&#039;s Programmes are taught in English."
"magnus_liam_karlsson-higher_education-4214-7"	4214	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, more than 20,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master&#039;s Programmes are taught in English."
"magnus_liam_karlsson-higher_education-4215-7"	4215	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, more than 20,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master&#039;s Programmes are taught in English."
"magnus_liam_karlsson-higher_education-4218-7"	4218	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, more than 20,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master&#039;s Programmes are taught in English."
"magnus_liam_karlsson-higher_education-4219-7"	4219	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, more than 20,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master&#039;s Programmes are taught in English."
"magnus_liam_karlsson-higher_education-4220-7"	4220	"Several Swedish universities place high in European rankings, and their research has contributed to the global success of Sweden’s many high-tech companies. The education system is student-centric and relations between students and teachers are highly informal. Personal initiative and independent thinking are prized. Students are required to take an active role and contribute with opinions and ideas at lectures, seminars and in group discussions. Taking the initiative and questioning old presumptions is rewarding, especially in the long term. Many programs also cooperate closely with the industry, offering students the possibility to mix study and practical work. Currently, more than 20,000 foreign students are studying in Sweden, making for a vibrant, international study environment. A good part of their social life revolves around their student union. The union can often help you with finding accommodation and other practical matters. Many Master&#039;s Programmes are taught in English."
